Contract Year,Population,Metadata file,Date collected,Subspecies,Sample Type,Sample ID,BMS1117,BMS1117_2,TGLA53,TGLA53_2,BMC4214,BMC4214_2
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),77GP5,89,91,136,136,181,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),78GP5,93,93,136,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),79GP5,89,91,136,136,181,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),81GP5,89,91,136,136,181,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),82GP5,89,93,134,138,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),85GP5,89,91,136,138,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),8GP1,89,91,134,138,179,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000300955494,89,91,136,138,179,191
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008024,89,89,136,138,175,179
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008026,89,91,136,136,175,179
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008028,89,91,134,136,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008032,91,91,138,138,175,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008034,91,91,136,138,185,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008039,91,93,138,138,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008040,89,91,136,136,185,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008044,89,91,134,136,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008050,91,91,136,136,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008052,89,91,134,136,187,191
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008057,91,91,136,136,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008059,89,91,136,138,185,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008062,89,91,136,138,179,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008064,89,89,136,136,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008065,89,91,136,140,185,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008083,89,91,136,138,175,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008097,89,91,134,136,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008110,91,91,136,138,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008117,89,91,136,136,175,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008118,91,91,136,138,175,175
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008122,91,91,134,136,175,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008128,91,91,136,138,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008141,91,91,136,136,181,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008145,89,89,136,136,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008151,91,91,136,136,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008154,91,91,136,136,185,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008164,89,93,136,138,179,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008173,89,91,134,138,185,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008179,89,89,136,136,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008184,91,91,136,136,175,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008190,89,91,136,136,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008193,91,91,136,140,185,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008197,89,89,136,138,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008207,91,91,136,138,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008209,91,91,134,136,179,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008233,91,91,136,136,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008236,91,91,136,138,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008246,91,91,136,136,179,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301008253,89,91,136,138,187,191
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071927,91,91,136,138,175,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071929,89,91,134,136,175,179
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071930,91,91,136,136,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071931,89,91,136,136,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071932,89,91,136,136,175,179
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071933,89,91,134,136,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071934,89,91,136,138,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071935,89,91,136,138,175,179
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071936,89,91,134,136,175,179
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071939,89,91,//,//,185,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071940,89,91,136,136,185,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071941,89,91,136,138,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071945,89,91,136,136,179,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071947,89,91,136,136,175,179
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071949,91,91,136,138,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071950,91,91,136,136,185,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071959,91,91,136,138,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071960,89,91,136,138,185,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071962,91,91,134,134,175,175
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071964,91,91,136,136,179,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071965,89,89,138,138,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071966,91,91,136,138,185,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071967,91,91,136,138,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071969,89,91,138,138,175,179
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071974,89,91,136,138,175,179
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071975,91,91,136,136,175,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071976,89,91,138,138,175,185
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071977,89,89,136,136,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071979,89,91,138,138,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071981,91,91,136,136,187,191
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071983,89,91,138,138,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071985,89,91,136,138,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,124000301071987,89,89,138,138,185,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,214000301008268,89,91,136,136,179,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,214000301008274,89,89,136,136,187,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,214000301008275,89,91,136,136,185,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,214000301008280,89,91,136,136,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,214000301008290,89,93,134,138,175,187
2024,Grasslands National Park,Bison_2023_2024_ContractSamples,2023,-,hair,214000301008296,91,91,136,138,175,179
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Fecal swab,150_510,89,91,138,140,187,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,150_510,89,91,138,140,187,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Fecal swab,150_400,89,89,136,140,187,191
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,150_400,89,89,136,140,187,191
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Fecal swab,150_490,89,89,136,138,187,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,150_490,89,89,136,138,187,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Fecal swab,150_610,89,89,136,138,179,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,150_610,89,89,136,138,179,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,150_620,89,91,138,138,187,191
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Fecal swab,150_620,89,91,138,138,187,191
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Fecal swab,150_790,89,91,136,138,187,191
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,150_790,89,91,136,138,187,191
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Fecal swab,151_060,89,89,136,136,181,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,151_060,89,89,136,136,181,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Fecal swab,151_220,93,93,136,140,179,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,151_220,93,93,136,140,179,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,45,89,91,134,136,187,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,48,89,91,138,140,179,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,52,89,89,138,138,187,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,54,89,89,136,140,179,179
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,55,89,89,134,136,187,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,57,89,89,136,136,179,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,68,89,93,136,138,179,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,71,89,93,138,140,179,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,79,89,91,//,//,187,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,88,89,89,136,140,185,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,89,89,93,138,140,179,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,90,89,93,138,140,179,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,92,89,89,136,138,179,179
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,95,89,89,136,136,191,191
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,96,89,89,136,138,179,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,98,89,89,136,138,187,191
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,100,89,93,136,140,187,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,135,89,89,134,136,187,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,136,89,89,138,140,179,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,150_000,89,93,136,138,187,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,150_320,89,91,136,136,187,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,150_680,89,89,136,136,179,179
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,150_820,89,91,138,140,179,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,151_310,89,89,136,136,179,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,151_390,89,91,138,138,187,187
2023,Hay Zama,Bison samples freezer,2020,Wood Bison,Hair,151_410,89,89,136,138,187,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,154,89,91,134,136,179,181
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,155,89,91,136,138,187,191
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,170,93,93,136,136,187,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,174,89,91,136,136,187,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,177,89,91,138,138,187,191
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,178,89,89,136,136,179,191
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,180,89,89,136,138,179,187
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,28,89,93,136,138,181,191
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,33,89,93,138,140,179,191
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,36,89,93,136,140,179,191
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,38,89,89,138,138,187,191
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,4,89,91,138,138,179,191
2023,Hay Zama,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,41,89,89,138,138,179,187
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2161,89,93,134,136,179,179
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2162,91,91,136,142,179,181
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2163,89,91,136,138,179,187
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2165,89,91,136,142,179,181
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2166,91,91,136,138,179,179
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2171,89,91,134,134,179,179
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2176,91,91,136,142,179,187
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2177,89,91,134,136,179,181
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2182,91,93,134,138,179,181
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2187,89,89,134,138,179,181
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2188,89,89,134,134,179,179
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2190,89,89,136,136,179,179
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2196,89,89,134,136,179,187
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2198,89,91,134,134,179,187
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2272,89,89,134,134,179,179
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2276,91,91,136,136,175,179
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2277,89,89,136,136,175,187
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2283,89,91,136,136,181,187
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2289,89,91,136,136,175,181
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2295,89,91,134,138,179,181
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2296,91,91,136,138,179,181
2023,Mackenzie,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,2310,89,91,136,136,181,181
2024,McCusker River,Bison_2023_2024_ContractSamples,2024,-,Fecal,24_McCR_005,89,89,138,140,185,187
2024,McCusker River,Bison_2023_2024_ContractSamples,2024,-,Fecal,24_McCR_008,89,89,138,140,185,187
2024,McCusker River,Bison_2023_2024_ContractSamples,2024,-,Fecal,24_McCR_001,89,89,138,140,185,187
2024,McCusker River,Bison_2023_2024_ContractSamples,2024,-,Fecal,24_McCR_003,89,89,136,136,179,185
2024,McCusker River,Bison_2023_2024_ContractSamples,2024,-,Fecal,24_McCR_006,89,89,136,136,179,185
2024,McCusker River,Bison_2023_2024_ContractSamples,2024,-,Fecal,24_McCR_013,89,89,136,136,179,185
2024,McCusker River,Bison_2023_2024_ContractSamples,2024,-,Fecal,24_McCR_010,89,91,136,138,175,185
2024,McCusker River,Bison_2023_2024_ContractSamples,2024,-,Fecal,24_McCR_011,89,91,136,138,175,185
2024,McCusker River,Bison_2023_2024_ContractSamples,2024,-,Fecal,24_McCR_012,89,91,136,138,175,185
2024,McCusker River,Bison_2023_2024_ContractSamples,2024,-,Fecal,24_McCR_004,91,91,136,138,175,185
2024,McCusker River,Bison_2023_2024_ContractSamples,2024,-,Fecal,24_McCR_007,91,91,136,138,175,185
2024,McCusker River,Bison_2023_2024_ContractSamples,2024,-,Fecal,24_McCR_002,89,91,136,136,175,185
2024,McCusker River,Bison_2023_2024_ContractSamples,2024,-,Fecal,24_McCR_009,91,91,136,138,175,175
2024,Nahanni,BisonScat_NahanniNPR_Metadata_20210318,2021,-,Fecal,Nahanni-2,89,91,136,136,179,187
2024,Nahanni,BisonScat_NahanniNPR_Metadata_20210319,2021,-,Fecal,Nahanni-3,89,91,136,136,179,187
2024,Nahanni,BisonScat_NahanniNPR_Metadata_20210320,2021,-,Fecal,Nahanni-4,89,91,136,136,179,187
2024,Nahanni,BisonScat_NahanniNPR_Metadata_20210321,2021,-,Fecal,Nahanni-7,89,89,134,136,179,187
2024,Nahanni,BisonScat_NahanniNPR_Metadata_20210322,2021,-,Fecal,Nahanni-9,89,89,134,136,179,187
2024,Nahanni,BisonScat_NahanniNPR_Metadata_20210323,2021,-,Fecal,Nahanni-5,89,91,136,136,179,187
2024,Nahanni,BisonScat_NahanniNPR_Metadata_20210324,2021,-,Fecal,Nahanni-6,89,91,136,136,179,187
2023,Nahanni,bison samples freezer,2022,Wood Bison,Biopsy,1,91,91,136,136,187,187
2024,Nahanni,BisonScat_NahanniNPR_Metadata_20210324,2021,-,Fecal,Nahanni-1,91,91,136,136,179,187
2024,Nahanni,BisonScat_NahanniNPR_Metadata_20210324,2021,-,Fecal,Nahanni-10,89,89,136,136,181,187
2024,Nahanni,BisonScat_NahanniNPR_Metadata_20210324,2021,-,Fecal,Nahanni-8,89,91,136,136,179,187
2023,Nordquist,Bison Samples_to_GregWilson_25Oct2022-BC,2022,Wood Bison,Biopsy,31,89,91,134,138,179,187
2023,Nordquist,Bison Samples_to_GregWilson_25Oct2022-BC,2022,Wood Bison,Biopsy,32,89,89,136,140,187,187
2023,Nordquist,Bison Samples_to_GregWilson_25Oct2022-BC,2022,Wood Bison,Biopsy,33,89,89,136,140,187,187
2023,Nordquist,Bison Samples_to_GregWilson_25Oct2022-BC,2022,Wood Bison,Biopsy,34,91,91,136,138,187,187
2023,Nordquist,Bison Samples_to_GregWilson_25Oct2022-BC,2022,Wood Bison,Biopsy,35,89,91,138,140,179,179
2023,Nordquist/Liard,Bison Samples_BC_2June22,2021,Wood Bison,Biopsy,4,89,89,134,134,179,187
2023,Nordquist/Liard,Bison Samples_BC_2June23,2021,Wood Bison,Biopsy,6,89,91,136,136,181,187
2023,Nordquist/Liard,Bison Samples_BC_2June24,2021,Wood Bison,Biopsy,8,89,89,136,140,181,187
2023,Nordquist/Liard,Bison Samples_BC_2June25,2021,Wood Bison,Biopsy,10,89,91,136,140,181,187
2023,Nordquist/Liard,Bison Samples_BC_2June26,2021,Wood Bison,Biopsy,11,89,91,136,138,187,187
2023,Nordquist/Liard,Bison Samples_BC_2June27,2021,Wood Bison,Biopsy,13,89,91,134,138,179,179
2023,Nordquist/Liard,Bison Samples_BC_2June28,2021,Wood Bison,Biopsy,14,89,91,138,138,181,187
2023,Nordquist/Liard,Bison Samples_BC_2June29,2021,Wood Bison,Biopsy,15,89,91,138,140,187,187
2023,Nordquist/Liard,Bison Samples_BC_2June30,2021,Wood Bison,Biopsy,16,89,91,138,138,179,181
2023,Nordquist/Liard,Bison Samples_BC_2June31,2021,Wood Bison,Biopsy,17,89,89,134,140,187,187
2023,Nordquist/Liard,Bison Samples_BC_2June32,2021,Wood Bison,Biopsy,18,91,91,138,138,181,181
2023,Nordquist/Liard,Bison Samples_BC_2June33,2021,Wood Bison,Biopsy,19,89,91,138,138,179,181
2025,Piikani,,2024,-,Fecal (summer collection),1_Piikani,89,91,136,136,175,185
2025,Piikani,,2024,-,Fecal (summer collection),3_Piikani,89,91,136,136,185,185
2025,Piikani,,2024,-,Fecal (summer collection),6_Piikani,91,91,134,136,175,187
2025,Piikani,,,-,Fecal (summer collection),8_Piikani,89,93,136,138,185,187
2025,Piikani,,2024,-,Fecal (summer collection),2_Piikani,95,95,//,//,//,//
2025,Piikani,,,-,Fecal (summer collection),4_Piikani,87,95,//,//,189,189
2025,Piikani,,,-,Fecal (summer collection),5_Piikani,93,95,142,142,//,//
2025,Piikani,,2024,-,Fecal (summer collection),7_Piikani,//,//,//,//,//,//
2025,Pink Mountain,Bison_2025_Genotypes_ClientCopy_July2025,2021,-,hide,PM24_01,91,91,136,140,175,187
2025,Pink Mountain,Bison_2025_Genotypes_ClientCopy_July2025,2022,-,hide,PM24_02,89,91,136,138,175,175
2025,Pink Mountain,Bison_2025_Genotypes_ClientCopy_July2025,2020,-,hide,PM24_03,91,91,134,140,175,187
2025,Pink Mountain,Bison_2025_Genotypes_ClientCopy_July2025,,-,hide,PM24_04,91,91,136,138,187,187
2025,Pink Mountain,Bison_2025_Genotypes_ClientCopy_July2025,2022,-,hide,PM24_05,91,91,136,136,175,185
2025,Pink Mountain,Bison_2025_Genotypes_ClientCopy_July2025,2022,-,hide,PM24_06,89,91,138,138,175,181
2025,Pink Mountain,Bison_2025_Genotypes_ClientCopy_July2025,2023,-,hide,PM24_07,89,89,138,138,181,187
2025,Pink Mountain,Bison_2025_Genotypes_ClientCopy_July2025,2022,-,hide,PM24_08,89,91,136,138,175,185
2025,Pink Mountain,Bison_2025_Genotypes_ClientCopy_July2025,2022,-,hide,PM24_09,91,91,134,136,185,187
2025,Pink Mountain,Bison_2025_Genotypes_ClientCopy_July2025,2022,-,hide,PM24_10,91,91,136,138,185,187
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2012,-,Teeth,7A_PANP,91,91,136,142,185,185
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2012,-,Teeth,7B_PANP,91,91,136,142,185,185
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2012,-,Teeth,1_PANP,91,91,136,142,185,185
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2011 or older,-,Teeth,2_PANP,//,//,//,//,//,//
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2011 or older,-,Teeth,3_PANP,//,//,//,//,//,//
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2012,-,Teeth,4A_PANP,//,//,//,//,//,//
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2012,-,Teeth,4B_PANP,//,//,//,//,187,187
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2011 or older,-,Teeth,5_PANP,89,89,//,//,//,//
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2012,-,Teeth,6_PANP,89,91,//,//,185,187
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2010 or older,-,Teeth,8_PANP,//,//,//,//,//,//
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2011 or older,-,Teeth,9_PANP,//,//,//,//,//,//
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2012,-,Teeth,10A_PANP,//,//,//,//,//,//
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2012,-,Teeth,10B_PANP,91,91,136,136,187,187
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2011 or older,-,Teeth,11_PANP,91,91,//,//,185,185
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2011 or older,-,Teeth,12_PANP,//,//,142,142,//,//
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2011 or older,-,Teeth,13_PANP,//,//,//,//,//,//
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2011 or older,-,Teeth,14_PANP,//,//,//,//,//,//
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2011 or older,-,Teeth,15_PANP,//,//,//,//,//,//
2025,Prince Albert National Park,PVA/Bison samples/2012 Bison tooth collection,2011 or older,-,Teeth,16_PANP,//,//,//,//,//,//
2023,Rainbow Lake,Bison_samples_recieved_June21-22_Updated,,Wood Bison,DNA,rainbow lake 1,91,93,136,136,179,187
2023,Ronald Lake,Bison samples freezer,2018,Wood Bison,serum,6345-207459,89,91,134,138,185,185
2023,Ronald Lake,,,Wood Bison,Biopsy,RL21-04,89,91,134,138,185,185
2023,Ronald Lake,Bison_samples_received_June21-22_Updated,2019,Wood Bison,serum,37497,89,91,136,136,185,187
2023,Ronald Lake,Bison samples freezer,2018,Wood Bison,serum,6348-207498,89,91,136,136,185,187
2023,Ronald Lake,Bison_samples_received_June21-22_Updated,2019,Wood Bison,serum,37490,89,89,134,138,185,191
2023,Ronald Lake,Bison samples freezer,2018,Wood Bison,serum,6344-207494,89,89,134,138,185,191
2023,Ronald Lake,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,12-19,89,89,136,136,185,187
